Conexiones activas de Internet (servidores w/o)
Proto  Recib Enviad Dirección local         Dirección remota       Estado      
unix  3      [ ]         FLUJO      CONECTADO     14392    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     9761     
unix  3      [ ]         FLUJO      CONECTADO     21058    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     18272    
unix  3      [ ]         FLUJO      CONECTADO     10942    
unix  2      [ ]         FLUJO      CONECTADO     45392    
unix  3      [ ]         SEQPACKET  CONECTADO     17743    
unix  3      [ ]         FLUJO      CONECTADO     15466    
unix  3      [ ]         FLUJO      CONECTADO     14738    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     16237    @/dbus-vfs-daemon/socket-9ZZPwWZO
unix  3      [ ]         FLUJO      CONECTADO     16015    @/tmp/.X11-unix/X0
unix  3      [ ]         FLUJO      CONECTADO     15462    
unix  3      [ ]         FLUJO      CONECTADO     14735    
unix  3      [ ]         FLUJO      CONECTADO     14341    
unix  3      [ ]         FLUJO      CONECTADO     56320    /run/user/1000/pulse/native
unix  3      [ ]         FLUJO      CONECTADO     17749    
unix  3      [ ]         FLUJO      CONECTADO     15755    
unix  3      [ ]         FLUJO      CONECTADO     14142    
unix  3      [ ]         FLUJO      CONECTADO     66134    
unix  3      [ ]         FLUJO      CONECTADO     10954    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     16607    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     15754    @/tmp/dbus-qxemQ3Z7KM
unix  3      [ ]         FLUJO      CONECTADO     16013    @/dbus-vfs-daemon/socket-RcTsHbub
unix  3      [ ]         FLUJO      CONECTADO     15365    /var/run/dbus/system_bus_socket
unix  3      [ ]         FLUJO      CONECTADO     17735    
unix  3      [ ]         FLUJO      CONECTADO     15464    
unix  3      [ ]         FLUJO      CONECTADO     14736    
